Time;Ecg 1;Ecg 2
18:43:19.830;234.0;-1194.0
18:43:19.870;-111.0;-1407.0
18:43:19.910;-374.0;-1557.0
18:43:19.950;-527.0;-1726.0
18:43:19.990;-619.0;-1817.0
18:43:20.030;-665.0;-1827.0
18:43:20.070;-569.0;-1607.0
18:43:20.110;-440.0;-950.0
18:43:20.150;-527.0;-1172.0
18:43:20.190;-572.0;-1306.0
18:43:20.230;917.0;3012.0
18:43:20.270;44.0;819.0
18:43:20.310;-26.0;-111.0
18:43:20.350;37.0;-305.0
18:43:20.390;468.0;136.0
18:43:20.430;1083.0;1105.0
18:43:20.470;1246.0;1583.0
18:43:20.510;896.0;1139.0
18:43:20.550;465.0;314.0
18:43:20.590;246.0;24.0
18:43:20.630;100.0;-24.0
18:43:20.670;-10.0;-187.0
18:43:20.710;-281.0;-451.0
18:43:20.750;-552.0;-738.0
18:43:20.790;-747.0;-909.0
18:43:20.830;-803.0;-869.0
18:43:20.870;-753.0;-438.0
18:43:20.910;-945.0;-738.0
18:43:20.950;-983.0;-992.0
18:43:20.990;868.0;1680.0
18:43:21.030;-227.0;261.0
18:43:21.070;-380.0;-210.0
18:43:21.110;-314.0;-234.0
18:43:21.150;-7.0;176.0
18:43:21.190;512.0;956.0
18:43:21.230;721.0;1438.0
18:43:21.270;381.0;931.0
18:43:21.310;-40.0;-25.0
18:43:21.350;-184.0;-364.0
18:43:21.390;-95.0;-262.0
18:43:21.430;25.0;-183.0
18:43:21.470;87.0;-222.0
18:43:21.510;99.0;-319.0
18:43:21.550;107.0;-339.0
18:43:21.590;167.0;-213.0
18:43:21.630;228.0;244.0
18:43:21.670;-84.0;-254.0
